epoch,val_loss,accuracy,sensitivity,specificity,roc_auc
1,0.21152532934132268,0.5355340063761955,0.5355340063761955,1.0,0.8612380046551729
2,0.19657636572748927,0.7318012752391073,0.7318012752391073,1.0,0.8759976308435877
3,0.19026913998995798,0.7819473963868225,0.7819473963868225,1.0,0.8802318104290799
4,0.19874662880675267,0.6766073326248672,0.6766073326248672,1.0,0.8756469880545301
5,0.19918576545887073,0.7120085015940489,0.7120085015940489,1.0,0.8783417664625529
